cmd,count
generic,1587
cat,752
date,741
ls,733
sh,719
tcpostio,550
true,522
rm,478
sendmail,431
sed,424
ln,413
lp,359
hostname,332
FIFO,308
LOCK,307
find,288
lc,247
mc,247
[,243
ex,236
grep,228
nawk,218
id,206
getopt,206
echo,190
expr,161
dpost,160
tcppost,153
getpgrp,153
gethost,146
awk,145
file,145
download,144
rmdir,132
UNLOCK,131
mkdir,129
launchef,128
pwd,122
tbl,110
troff,109
eqn,109
mailx,106
hpost,106
dvipost,92
stty,89
chmod,85
MediaMai,81
post,76
virtex,76
test,71
gettxt,52
fgrep,50
tail,49
dvips,46
xwsh,46
sleep,31
mp,31
cpp,26
endsessi,26
gcc,26
tel,25
p,24
mimencod,24
gre,22
ppost,21
env,19
xrdb,19
mkpts,19
xsetroot,18
wait4wm,18
userenv,18
reaper,18
xhost,18
pq,18
uname,17
toolches,17
4Dwm,17
xterm,16
xdm,16
spell,16
sort,16
tellwm,13
xconfirm,13
xprop,13
netscape,13
w,12
ps,11
wc,11
xdvi,11
xdvi.rea,11
touch,10
more,10
Mail,9
mail,8
sprog,8
as,7
bc,7
drf,7
cc1,7
postprin,7
popper,6
man,6
ld,5
ld_,5
nm,5
pr,5
spec,4
tset,4
make,4
whois,4
who,4
col,4
less,4
sgihelp,4
tput,3
tcsh,3
finger,3
ghostvie,3
gs,3
munpack,3
binhex,2
ul,2
unpack,2
netstat,2
faces,2
lpdsend,2
telnet,1
xfig,1
flex,1
Slmhelpe,1
tektroni,1
lcc,1
PLATFORM,1
whereis,1
postreve,1
bison,1
xclock,1
detex,1
egrep,1
which,1
co,1
