cmd,count
generic,1196
sh,908
cat,804
ls,692
netscape,567
sendmail,509
date,505
hostname,490
ex,423
true,414
tcpostio,414
ksh,407
rm,382
launchef,300
tty,299
stty,298
ln,254
xterm,248
lp,235
gs,233
more,229
MediaMai,224
LOCK,216
sed,214
FIFO,208
virtex,177
gettxt,168
post,150
test,147
spell,146
sort,146
nawk,136
find,128
getopt,127
id,127
grep,127
expr,124
gethost,121
ghostvie,116
download,114
getpgrp,108
awk,102
tcppost,102
file,102
dvips,85
endsessi,84
xrdb,83
xsetroot,83
cpp,82
ppost,81
tellwm,80
rmdir,79
UNLOCK,77
sprog,73
detex,61
mkdir,59
mkpts,43
xconfirm,43
xhost,43
reaper,42
env,42
userenv,42
wait4wm,42
4Dwm,41
toolches,41
xprop,40
xdm,40
xclock,40
tr,29
postprin,27
bc,27
hpost,27
tcsh,23
netstat,21
acroread,18
pq,14
tail,14
metamail,12
rlogin,12
drf,12
telnet,12
touch,10
help,10
uname,10
tset,9
mail,8
tput,8
chmod,7
ssh,7
sleep,7
tektroni,6
lpdsend,6
xwsh,6
xauth,6
ftp,4
gzip,4
Slmclien,4
showps,4
diff,4
PLATFORM,4
Slmhelpe,4
basename,4
Sqpe,4
uudecode,4
cled_jct,3
xdvi.rea,3
emacs-20,3
cled,3
xdvi,3
compress,2
mimencod,2
tar,2
dpost,2
shownona,2
less,2
troff,2
whereis,1
richtext,1
dev.moti,1
expreser,1
exrecove,1
man,1
capture,1
fgrep,1
finger,1
X,1
egrep,1
false,1
whoami,1
kill,1
resize,1
chkconfi,1
lpq,1
echo,1
ispell,1
talk,1
