cmd,count
gcc,2667
nawk,1345
uname,1334
cpp,971
cc1,953
as,735
less,717
make,713
awk,467
spec,459
ld,448
ld_,448
cat,414
nm,411
flex,342
bison,273
tput,204
ls,165
sh,134
netscape,120
rm,117
mkpts,107
man,93
sed,87
hostname,74
col,73
gdb,73
sendmail,66
ksh,61
movemail,48
stty,44
frm,40
lex.spec,39
unpack,37
nroff,36
tbl,35
neqn,35
bash,31
more,30
tty,29
ln,29
emacs-20,28
fold,24
gawk,22
justlex,21
xemacs-1,21
generic,17
grep,16
lex,15
ex,15
finger,14
dbxpcs,13
dbx,13
ftp,12
netstat,12
touch,11
tcsh,11
which,9
date,9
virtex,9
whereis,9
wc,9
npasplit,9
foo,8
lp.orig,7
tail,7
lpq,7
driver,6
head,6
xrdb,6
cfe,6
rshd,6
gs,6
tcpostio,5
ul,5
who,5
ghostvie,5
true,4
mkdir,4
ps,4
gethost,4
mailbox,4
FIFO,3
expr,3
justspec,3
w,3
lpr,3
ppost,3
pq,2
getopt,2
download,2
cal,2
rlogin,2
pwd,2
showps,2
dvips,2
LOCK,2
id,2
cancel,2
xdvi,2
xdvi.rea,2
ispell,2
lp,2
gzip,1
nslookup,1
find,1
tset,1
postprin,1
a.out,1
p,1
where,1
rmdir,1
whodo,1
UNLOCK,1
tcppost,1
chmod,1
bc,1
sleep,1
file,1
ugen,1
chown,1
as1,1
dc,1
hpost,1
getpgrp,1
xterm,1
sort,1
