cmd,count
ls,3158
virtex,1415
generic,1058
netscape,640
dvips,601
date,542
sendmail,501
cat,482
sh,427
csh,403
tcpostio,394
more,364
rm,327
true,293
gs,243
ln,229
sed,224
lp,203
FIFO,195
LOCK,192
hostname,142
MediaMai,132
mc,120
expr,120
lc,120
grep,117
post,114
gethost,112
nawk,110
find,108
getopt,107
id,107
download,102
tcppost,96
getpgrp,96
file,92
awk,91
rmdir,77
UNLOCK,77
dvipost,76
ghostvie,61
tset,58
launchef,58
stty,57
mailx,57
mail,54
xterm,38
hpost,34
fig2dev,33
ex,29
sort,27
mkdir,24
spell,21
touch,20
ssh,19
pq,18
xdvi,18
xdvi.rea,18
calendar,16
xinitrem,16
Xremote,16
dviselec,14
ps,13
sleep,13
tail,11
cpp,10
xrdb,10
xemacs-1,10
ppost,9
MakeTeXP,8
ispell,8
cal,7
deroff,7
netstat,7
gzip,6
compress,6
acroread,6
telnet,6
xauth,6
echo,6
mkpts,5
frm,5
4Dwm,5
wait4wm,5
tcsh,5
xfig,5
env,5
xhost,5
userenv,5
reaper,5
kill,5
xsetroot,5
less,5
rlogin,4
gettxt,4
showps,4
xdm,4
toolches,4
ptelnet,4
twm,3
egrep,3
bc,3
man,3
postprin,3
ftp,2
endsessi,2
uname,2
col,2
ul,2
tellwm,2
tput,2
join,2
sgihelp,2
xwsh,2
Mail,2
ping,1
xset,1
help.sor,1
help.top,1
finger,1
xconfirm,1
xprop,1
mimencod,1
unpack,1
basename,1
f2ps,1
help.fin,1
