cmd,count
generic,1400
sh,1216
cat,878
date,657
[,589
sendmail,546
tcpostio,533
netscape,474
rm,414
ls,408
hostname,342
true,298
ln,271
lp,271
LOCK,261
gettxt,251
FIFO,246
sed,246
tset,235
launchef,224
mail,220
stty,214
uname,214
ppost,207
more,196
nawk,162
gethost,156
expr,147
grep,145
id,141
download,140
getopt,139
find,137
getpgrp,131
tcppost,130
file,130
awk,126
MediaMai,122
endsessi,122
post,114
tellwm,110
xwsh,104
mkdir,99
rmdir,99
UNLOCK,98
postprin,69
bc,69
hpost,69
reaper,62
cpp,62
env,62
xhost,62
userenv,62
xrdb,62
wait4wm,62
xsetroot,62
xconfirm,61
4Dwm,61
mailx,61
toolches,61
xterm,61
xdm,60
test,59
echo,59
xprop,55
mp,55
mkpts,54
tcsh,50
ed,23
a.out,21
touch,18
ex,18
col,16
man,16
emacs-20,13
sleep,10
fish4,10
telnet,10
ps,7
unpack,7
tput,6
pwd,5
ssh,5
pr,5
xauth,5
tail,5
netstat,5
ul,4
kill,3
finger,3
fish2,3
printf,3
rmail,2
fgrep,2
frm,1
rcp,1
mc,1
suepope4,1
compress,1
faces,1
lc,1
su,1
xclock,1
mailp,1
rshd,1
less,1
