cmd,count
configur,3049
sed,1807
rm,1746
sh,1487
cat,1284
driver,793
tr,662
grep,474
cfe,414
fec,372
be,355
ar,278
ln,194
ls,152
ld_,145
egrep,116
inline,115
config.s,112
generic,87
virtex,83
gmake,77
uname,65
hostname,60
true,59
dvips,56
gs,52
config.g,48
ksh,45
date,32
conftest,32
nawk,30
which,24
lp,23
stty,22
rlogin,22
chmod,21
find,20
tcpostio,20
FIFO,19
mkpts,18
make,18
getopt,17
id,17
movemail,16
m4,16
frm,14
sendmail,14
env,13
more,13
tail,13
cmp,12
LOCK,12
netscape,12
ftp,10
ld64_,10
autoconf,10
post,10
man,10
ps,9
finger,9
emacs-20,9
bibtex,9
xterm,9
awk,8
gettxt,8
head,7
slogin,7
ex,7
ugen,7
as1,7
test,6
pq,6
expr,6
tel,6
tcppost,6
file,6
getpgrp,6
download,5
rmdir,5
touch,5
UNLOCK,5
uopt,5
netstat,5
gethost,5
xauth,5
xmodmap,4
ssh,4
reaper,4
xset,4
.xsessio,4
tcsh,4
col,4
cpp,4
tar,4
userenv,4
xrdb,4
wait4wm,4
ghostvie,4
less,4
gzip,3
twm,3
ul,3
maple.sy,3
whereis,3
ppost,3
ftp.orig,3
xdm,3
xclock,3
tput,2
lp.orig,2
scp,2
tellwm,2
xprop,2
mkdir,2
sleep,2
unpack,2
endsessi,2
xemacs-1,2
mapleTTY,1
strings,1
w,1
mailx,1
ssh-agen,1
bc,1
telnet,1
hpost,1
ssh-add,1
postprin,1
concorde,1
ssh-keyg,1
