cmd,count
sendmail,1728
mail,1434
tcsh,966
generic,842
tput,836
more,713
mailx,579
sh,573
ls,506
cat,438
ex,403
gs,341
date,337
tcpostio,310
ghostvie,310
true,300
rm,267
virtex,257
MediaMai,192
ln,175
lp,167
LOCK,160
nawk,152
post,148
sed,147
FIFO,138
gcc,130
dvips,127
finger,118
tset,96
stty,96
hostname,92
find,89
getopt,87
id,87
grep,87
expr,86
gethost,84
tcppost,80
getpgrp,80
download,79
awk,78
file,78
cpp,72
rmdir,66
uname,66
pq,62
cc1,59
UNLOCK,53
a.out,43
rlogin,41
xterm,40
pwd,37
ld_,31
driver,29
cfe,29
netscape,23
ld,22
as,22
nm,22
mkdir,20
launchef,18
tr,12
col,12
ppost,12
man,10
ugen,9
as1,9
touch,8
rmail,8
xrdb,8
tail,7
sort,7
toolches,6
xcalc,6
du,5
unpack,5
ftp,4
kill,4
mkpts,4
tar,4
metamail,4
nroff,4
compress,4
postprin,4
ul,4
w,4
env,4
bc,4
xhost,4
userenv,4
reaper,4
hpost,4
neqn,4
wait4wm,4
tbl,4
xsetroot,4
xconfirm,3
4Dwm,3
sleep,3
mimencod,3
telnet,3
less,3
test,2
dialog.s,2
exrecove,2
spell,2
showps,2
fig2dev,2
xdm,2
ssplay,2
talk,2
gzip,1
detex,1
xcalenda,1
xfig,1
chmod,1
gr_top,1
uuname,1
pdf2ps,1
basename,1
whoami,1
sprog,1
netstat,1
