cmd,count
sh,2386
sed,1187
rshd,897
cat,830
echo,701
gcc,509
nawk,498
awk,496
ls,487
ln,387
rsh,350
gre,331
ping,276
uname,254
cpp,253
as,241
cc1,241
date,225
make,213
rcp,208
rm,183
sort,181
ama.chec,174
cpio,173
do.hourl,168
test,152
driver,146
uopt,134
generic,134
as1,134
cfe,134
ugen,134
sendmail,105
vim,97
hostname,89
popper,86
wc,85
mc,73
pwd,70
xwsh,70
netscape,68
ncdquery,62
grep,60
heartche,57
tcpostio,56
lc,54
[,48
touch,41
MediaMai,35
field,29
addrinfo,29
true,29
FIFO,28
rlogin,27
z,27
chmod,27
ld_,27
find,26
virtex,26
LOCK,26
w3c,26
p,25
lp,25
stty,23
gs,22
post,20
ghostvie,20
dvips,19
killall,16
download,14
ld,14
rmdir,14
UNLOCK,14
gethost,14
file,14
expr,14
getopt,13
tcppost,13
id,13
getpgrp,13
4Dwm,12
nm,12
mailx,12
xrdb,12
xhost,11
reaper,11
faces,11
co,11
xsetroot,11
xmodmap,10
appdefpa,10
hinv,10
xdm,10
arp,9
xprop,9
f,9
sleep,9
ama_volu,8
seq,8
nslookup,8
xmessage,7
gdiff,7
diff,7
which,6
comm,6
uniq,5
volumes.,5
tr,5
tel,5
ar,5
m,4
auplay,4
ps,4
dbxpcs,4
egrep,4
ci,4
rcsdiff,4
netstat,4
dbx,4
emrvol,4
gettxt,4
launchef,4
tset,3
psu,3
emacs-20,3
env,3
ppost,3
soundpla,3
java,2
tellwm,2
endsessi,2
dvipost,2
ksh,2
fmt,2
su,2
==,2
hpost,2
kill,2
last,2
xterm,2
seecalls,1
toolches,1
crontab,1
du,1
xconfirm,1
compress,1
bc,1
do.trit,1
telnet,1
df,1
tcsh,1
pagemail,1
w,1
showfile,1
.java_wr,1
W,1
pr,1
who,1
=p,1
userenv,1
byte_rev,1
dirname,1
wait4wm,1
basename,1
mkpts,1
qpage,1
tee,1
sfplay,1
postprin,1
