cmd,count
popper,9662
netscape,1755
generic,265
cat,251
ls,219
sed,193
hostname,183
date,176
ksh,175
whoami,124
awk,109
rlogin,92
rm,82
tcpostio,76
sh,73
true,69
stty,57
ln,57
grep,57
lp,56
nawk,50
FIFO,48
man,44
join,40
LOCK,39
find,38
id,37
getopt,36
post,34
sort,34
less,32
get.line,30
col,28
xterm,28
head,27
extract_,25
expr,23
file,23
ping,20
download,20
nroff,20
tbl,20
getpgrp,20
neqn,20
tcsh,19
gethost,19
which,18
tcppost,18
sendmail,18
finger,17
rcp,17
tail,17
get_acc_,15
launchef,14
UNLOCK,12
acroread,12
ppost,12
rmdir,12
ftp,11
tset,10
unpack,10
line.pro,10
get_line,9
mail,9
acc.prof,8
MediaMai,8
tput,8
wc,8
chmod,8
cpp,7
uname,7
ssh,7
htn_date,7
pq,6
mkdir,6
mkpts,6
touch,6
xwsh,6
make_hig,6
gcc,6
env,5
bc,5
uniq,5
netstat,5
telnet,5
xrdb,5
cut,5
tee,5
reaper,4
hpost,4
a.sl,4
get_acc,4
xhost,4
userenv,4
wait4wm,4
postprin,4
xsetroot,4
4Dwm,3
top,3
du,3
cc1,3
date-dif,3
xauth,3
getconf,3
ascii,3
xmodmap,2
aa.new.n,2
ld_,2
showps,2
ex,2
emacs-20,2
ld,2
std_date,2
as,2
xdm,2
basename,2
toolches,2
nm,2
gzip,1
xlsclien,1
aa.new.s,1
frm,1
gre,1
print_us,1
a.out,1
lpdsend,1
sfplay,1
ps,1
gr_top,1
dc,1
tar,1
hoc,1
kill,1
echo,1
diff,1
tektroni,1
