cmd,count
driver,1201
sh,1090
netscape,751
configur,727
gmake,725
fec,702
be,622
rm,562
sed,548
ls,525
cat,495
generic,475
ar,429
ld64_,338
ln,232
inline,229
tr,217
gs,216
date,209
grep,207
mkpts,187
true,185
cfe,155
ugen,147
as1,147
tcpostio,144
uopt,132
less,113
ghostvie,104
lp,99
hostname,96
LOCK,93
drawgrap,93
ksh,83
make,82
FIFO,82
egrep,81
post,78
bash,75
ns-insta,74
man,71
launchef,70
mycut2,69
wc,67
mycut,67
more,59
nawk,54
find,53
getopt,52
id,52
col,51
expr,49
download,48
file,47
awk,47
getpgrp,47
sendmail,39
virtex,39
gethost,36
rlogin,35
rmdir,34
UNLOCK,34
tcppost,34
dvips,34
gettxt,32
config.s,31
mkdir,31
ul,29
tail,28
unpack,27
tbl,27
neqn,27
nroff,27
ps,27
tar,26
telnet,25
concorde,23
tput,23
mc,22
mail,22
lc,22
csh,22
xterm,22
ld_,20
uname,19
xemacs-1,17
endsessi,16
ex,15
chmod,15
netstat,15
echo,13
config.g,12
tektroni,12
lpdsend,12
[,12
fig2dev,11
test,11
gzip,11
showps,11
dvipost,11
which,10
tellwm,10
xhost,9
userenv,9
reaper,9
wait4wm,9
xsetroot,9
cpp,9
ppost,9
xdvi,9
xdvi.rea,9
xconfirm,8
4Dwm,8
MakeTeXP,8
env,8
hpost,8
edgegen,8
xrdb,8
MediaMai,7
xfig,7
stty,6
pwd,6
cmp,6
xprop,6
sort,6
gre,6
spell,6
toolches,6
xdm,5
lpe3,5
nedit,5
head,4
mailx,4
virmf,4
xemacs-2,4
gftopk,4
mimencod,4
top,4
xcalc,4
etags,3
drf,3
rup,3
bc,3
xwsh,3
postprin,3
sprog,3
munpack,3
dbx,2
conftest,2
tel,2
dbxpcs,2
who,2
blossom4,2
xclock,2
gcc,2
ctags,2
lpr,2
cplex,2
du,2
movemail,2
diff,2
ftp,1
ssh,1
xinitrem,1
tset,1
passwd,1
fgrep,1
vreg,1
touch,1
faces,1
w,1
Xremote,1
dviselec,1
cal,1
time,1
df,1
ruptime,1
sleep,1
su,1
