cmd,count
tcsh,4670
rshd,4644
rdistd,4600
sh,141
date,91
generic,91
cat,69
more,56
df,44
ls,43
tcpostio,36
true,30
rm,30
echo,30
sed,22
ex,21
netscape,19
lp,19
LOCK,18
FIFO,18
ln,16
mailx,15
post,14
hostname,12
grep,12
rmdir,12
mail,11
getopt,10
find,10
id,10
expr,10
sendmail,10
nawk,10
gethost,9
awk,9
file,9
download,9
getpgrp,9
UNLOCK,9
tcppost,9
mkdir,6
gs,6
virtex,6
mc,6
ppost,6
lc,6
ghostvie,6
touch,5
dvips,4
netstat,4
Sqpe,4
pwd,3
tput,2
pq,2
bc,2
pr,2
postprin,2
nslookup,2
eqn,2
hpost,2
tbl,2
showps,2
troff,2
uname,1
su,1
tset,1
dpost,1
stty,1
ps,1
telnet,1
finger,1
xterm,1
