cmd,count
netscape,2651
sh,1472
sendmail,1364
generic,957
ls,573
cat,523
date,520
rm,416
acroread,405
tcpostio,357
MediaMai,336
pq,304
sed,282
true,270
lp,217
ln,216
LOCK,201
expr,186
hostname,159
post,154
FIFO,148
awk,139
mimencod,133
gs,128
nawk,121
tail,116
getopt,113
id,113
fgrep,112
grep,111
find,108
getpgrp,102
more,100
tcppost,99
file,95
showps,93
download,92
gethost,92
ghostvie,90
emacs-20,89
tr,75
uname,74
netstat,65
UNLOCK,51
ppost,51
rmdir,51
tset,46
stty,46
man,45
chmod,45
news,43
egrep,36
gzip,29
mkdir,29
metamail,28
p,25
col,25
ul,20
nroff,18
finger,18
tbl,18
neqn,18
dvips,17
virtex,17
postprin,17
bc,17
hpost,17
xterm,16
sgihelp,14
unpack,13
lc,12
[,12
mc,12
sort,12
convert,11
xconfirm,11
whoami,11
rlogin,10
touch,10
test,9
echo,9
spell,8
mailx,8
top,8
nslookup,5
compress,5
run_swin,5
rshd,5
webmagic,5
gettxt,4
drf,4
pr,4
mp,4
mailp,4
sprog,4
launchef,4
ps,3
perl,3
cancel,3
shownona,3
do.priso,2
cpp,2
endsessi,2
du,2
opnet,2
tellwm,2
sleep,2
telnet,2
xrdb,2
vim,2
zip,1
ftp,1
mkpts,1
tar,1
e,1
reaper,1
4Dwm,1
popper,1
xcalenda,1
X,1
w,1
xdm,1
wait4wm,1
ex,1
splitmai,1
xprop,1
env,1
help2,1
who,1
su,1
userenv,1
dirname,1
wc,1
basename,1
toolches,1
webify,1
chkconfi,1
lpq,1
xsetroot,1
xhost,1
richtext,1
